title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Common Crop Insurance Regulations; Pecan Revenue Crop Insurance Provisions,Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes the Common Crop Insurance Regulations, Pecan Revenue Crop Insurance Provisions. The intended effect of this action is to provide policy changes and clarify existing policy provisions to better meet the needs of insured producers, and to reduce vulnerability to program fraud, waste, and abuse. The proposed changes will apply for the 2014 and succeeding crop years. Policyholders are hereby given notice that 2013 will be the last year coverage will be available under the old Pecan Revenue Crop Provisions. The Pecan Revenue Special Provisions will modify the Pecan Revenue Crop Provisions for the 2013 crop year by changing the definition of two-year coverage module to one crop year. This change through the Special Provisions will be applicable to policyholders beginning the first year of a two-year coverage module in the 2013 crop year. All producers who choose to purchase coverage on pecan acreage for the 2014 crop year will begin a new two-year coverage module under the terms and conditions of the revised Pecan Revenue Crop Provisions. Requiring all producers to start a new two-year coverage module for the 2014 crop year under the terms of the revised Pecan Revenue Crop Provisions will provide equitable treatment of pecan producers by allowing all pecan producers to be eligible for the same benefits beginning in the 2014 crop year and will simplify the administration of the transition to the modified program.",78 FR 13454, 2013-04468,https://www.federalregister.gov/documents/2013/02/28/2013-04468/common-crop-insurance-regulations-pecan-revenue-crop-insurance-provisions,https://www.govinfo.gov/content/pkg/FR-2013-02-28/pdf/2013-04468.pdf,02/28/2013
2005-2007 Livestock Compensation and Catfish Grant Programs,Rule,Agriculture Department; Farm Service Agency,"This rule establishes the Farm Service Agency (FSA) regulations for the 2007 Emergency Agricultural Assistance. The rule implements legislation that provides funds for agricultural disaster aid for eligible producers, specifically the continuation of the Livestock Compensation Program (LCP) and the Catfish Grant Program (CGP). The programs will provide financial assistance to eligible livestock and catfish producers in counties designated as a major disaster or emergency by the President or those declared a natural disaster by the Secretary of Agriculture. Counties designated disasters by the President may be eligible even though agricultural loss was not covered by the designation if there has been an FSA Administrator's Physical Loss Notice covering such losses. The natural disaster declarations by the Secretary or designations by the President must have been issued between January 1, 2005, and February 28, 2007; that is after January 1, 2005, and before February 28, 2007. Counties contiguous to such counties will also be eligible. These programs are designed to provide financial assistance to producers who suffered feed losses due to natural disasters in the eligible counties.",72 FR 72878, 07-6154,https://www.federalregister.gov/documents/2007/12/21/07-6154/2005-2007-livestock-compensation-and-catfish-grant-programs,https://www.govinfo.gov/content/pkg/FR-2007-12-21/pdf/07-6154.pdf,12/21/2007
"Plan Revision for Coconino National Forest; Coconino, Gila and Yavapai Counties, AZ",Notice,Agriculture Department; Forest Service,"As directed by the National Forest Management Act, the USDA Forest Service is preparing the Coconino National Forest's revised land management plan (Forest Plan) and will also prepare an environmental impact statement (EIS) for this revised Forest Plan. This notice briefly describes the nature of the decision to be made, the proposed action and need for change, and information concerning public participation. It also provides estimated dates for filing the EIS and the names and addresses of the responsible agency official and the individuals who can provide additional information. Finally, this notice briefly describes the applicable planning rule and how work done on the plan revision under the 2008 planning rule will be used or modified for completing this plan revision. The revised land management plan will supersede the land management plan previously approved by the Regional Forester on August 28, 1987, that has had twenty-two subsequent amendments covering a variety of topics ranging from community concerns, changes to administrative and recreation sites, special use permits, noxious weeds, and additional direction for the Mexican spotted owl, the northern goshawk, and old growth. This amended 1987 Plan will remain in effect until the revised plan takes effect.",75 FR 26711, 2010-11364,https://www.federalregister.gov/documents/2010/05/12/2010-11364/plan-revision-for-coconino-national-forest-coconino-gila-and-yavapai-counties-az,https://www.govinfo.gov/content/pkg/FR-2010-05-12/pdf/2010-11364.pdf,05/12/2010
Tree Assistance Program,Rule,Agriculture Department; Farm Service Agency; Commodity Credit Corporation,"This rule implements specific requirements for the Tree Assistance Program (TAP) authorized by the Food, Conservation, and Energy Act of 2008 (the 2008 Farm Bill). TAP provides disaster assistance to eligible orchardists and nursery tree growers to replant or rehabilitate trees, bushes, and vines that were lost due to natural disaster. Orchardists and nursery tree growers who commercially raise trees, bushes, and vines for which there were mortality losses in excess of 15 percent, after adjustment for normal mortality, are eligible for TAP payments. Eligible losses must have occurred between January 1, 2008, and September 30, 2011. This rule specifies how the TAP payments are calculated and when producers may apply for benefits. This rule also removes regulations for prior tree disaster assistance programs.",75 FR 25103, 2010-10800,https://www.federalregister.gov/documents/2010/05/07/2010-10800/tree-assistance-program,https://www.govinfo.gov/content/pkg/FR-2010-05-07/pdf/2010-10800.pdf,05/07/2010
"Plan Revision for Colville, and the Okanogan-Wenatchee National Forests, Washington (Collectively Called the Northeast Washington Zone Forest Plan Revision)",Notice,Agriculture Department; Forest Service,"As directed by the National Forest Management Act (NFMA), the USDA Forest Service is preparing the Colville, and Okanogan-Wenatchee National Forests revised land management plans and will also prepare an EIS for these revised plans. A Notice of Intent to revise the Colville, Okanogan, and Wenatchee forest plans was published in the Federal Register on March 9, 2004. That Notice also stated our intent to later publish a Notice to prepare an Environmental Impact Statement. This notice briefly describes the purpose and need, the proposed action, the scoping process for the plan revisions (including any scoping meetings), information concerning public participation, estimated dates for filing the EIS and provides the names and addresses of the responsible agency official and the individuals who can provide additional information. This notice also briefly describes the applicable planning rule. The revised land management plans will replace the land management plans previously approved by the Regional Forester. The Colville National Forest land management plan was signed on December 29, 1989, and has been amended 39 times. The Okanogan National Forest land management plan was signed on December 29, 1989, and has been amended 51 times. The Wenatchee National Forest land management plan was signed on March 2 1990, and has been amended 27 times. Most forest plan amendments are project-specific amendments and apply to that project only. Some amendments incorporated new management direction for specific resource areas, such as invasive weeds. Five amendments were incorporated into all the forest plans by the Regional Forester. The land management plans for the Okanogan National Forest and the Wenatchee National Forest were amended by the 1994 Northwest Forest Plan to incorporate standards and guidelines for management of habitat for late-successional and old-growth associated species within the range of the northern spotted owl and an aquatic conservation strategy to maintain and restore the ecological health of watersheds and aquatic ecosystems. These amendments included direction for managing streams and riparian areas, old growth forests, and treatment of invasive species. These amended plans will remain in effect until the revision takes effect. The Okanogan and Wenatchee National Forests were administratively combined in 2000; they will have a single forest plan.",76 FR 38349, 2011-15557,https://www.federalregister.gov/documents/2011/06/30/2011-15557/plan-revision-for-colville-and-the-okanogan-wenatchee-national-forests-washington-collectively,https://www.govinfo.gov/content/pkg/FR-2011-06-30/pdf/2011-15557.pdf,06/30/2011
National Organic Program; Access to Pasture (Livestock),Rule,Agriculture Department; Agricultural Marketing Service,"This final rule amends livestock and related provisions of the NOP regulations. Under the NOP, the Agricultural Marketing Service (AMS) oversees national standards for the production and handling of organically produced agricultural products. AMS has taken this action to ensure that NOP livestock production regulations have sufficient specificity and clarity to enable AMS and accredited certifying agents to efficiently administer the NOP and to facilitate and improve compliance and enforcement. This action is also intended to satisfy consumer expectations that ruminant livestock animals graze on pastures during the grazing season. This action provides clarification and specificity to the livestock feed and living conditions provisions and establishes a pasture practice standard for ruminant animals. In doing so, producers are required to: provide year-round access for all animals to the outdoors, recognize pasture as a crop, establish a functioning management plan for pasture, incorporate the pasture management plan into their organic system plan (OSP), provide ruminants with pasture throughout the grazing season for their geographical location, and ensure ruminants derive not less than an average of 30 percent of their dry matter intake (DMI) requirement from pasture grazed over the course of the grazing season. The proposed requirements for fencing of water bodies and providing water at all times, indoors and outdoors, and the requirement for a sacrificial pasture have been deleted in this final rule. In addition, the proposed amendment to the origin of livestock section has been deleted in this final rule as issues pertaining to that topic will be reviewed and evaluated separately from this action. This final rule requires that producers maintain ruminant slaughter stock on pasture for each day that the finishing period corresponds with the grazing season for the geographical location. However, this rule exempts ruminant slaughter stock from the 30 percent DMI from grazing requirement during the finishing period. Although we are issuing this as a final rule, we are requesting comments on the exceptions for finish feeding of ruminant slaughter stock, as discussed below under ""Livestock living conditions--Changes based on comments."" The agency is providing an additional 60 day period to receive comments on provision Sec. 205.239(d).",75 FR 7154, 2010-3023,https://www.federalregister.gov/documents/2010/02/17/2010-3023/national-organic-program-access-to-pasture-livestock,https://www.govinfo.gov/content/pkg/FR-2010-02-17/pdf/2010-3023.pdf,02/17/2010
Area Risk Protection Insurance Regulations and Area Risk Protection Insurance Crop Provisions,Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes the Area Risk Protection Insurance (ARPI) Basic Provisions, ARPI Barley Crop Insurance Provisions, ARPI Corn Crop Insurance Provisions, ARPI Cotton Crop Insurance Provisions, ARPI Forage Crop Insurance Provisions, ARPI Grain Sorghum Crop Insurance Provisions, ARPI Peanut Crop Insurance Provisions, ARPI Soybean Crop Insurance Provisions, and ARPI Wheat Crop Insurance Provisions to provide area yield protection and area revenue protection. These provisions will replace the Group Risk Plan (GRP) provisions in 7 CFR part 407, which includes the: GRP Basic Provisions, GRP Barley Crop Provisions, GRP Corn Crop Provisions, GRP Cotton Crop Provisions, GRP Forage Crop Provisions, GRP Peanut Crop Provisions, GRP Sorghum Crop Provisions, GRP Soybean Crop Provisions, and GRP Wheat Crop Provisions. The ARPI provisions will also replace the Group Risk Income Protection (GRIP) Basic Provisions, the GRIP Crop Provisions, and the GRIP-Harvest Revenue Option (GRIP-HRO). The GRP and GRIP plans of insurance will no longer be available. The intended effect of this action is to offer producers a choice of Area Revenue Protection, Area Revenue Protection with the Harvest Price Exclusion, or Area Yield Protection, all within one Basic Provision and the applicable Crop Provisions. This will reduce the amount of information producers must read to determine the best risk management tool for their operation and will improve the provisions to better meet the needs of insureds. The changes will apply for the 2014 and succeeding crop years.",78 FR 38484, 2013-15222,https://www.federalregister.gov/documents/2013/06/26/2013-15222/area-risk-protection-insurance-regulations-and-area-risk-protection-insurance-crop-provisions,https://www.govinfo.gov/content/pkg/FR-2013-06-26/pdf/2013-15222.pdf,06/26/2013
Submission for OMB Review; Comment Request,Notice,Agriculture Department,"",74 FR 36997, E9-17834,https://www.federalregister.gov/documents/2009/07/27/E9-17834/submission-for-omb-review-comment-request,https://www.govinfo.gov/content/pkg/FR-2009-07-27/pdf/E9-17834.pdf,07/27/2009
American Indian Livestock Feed Program; Livestock Assistance Program,Rule,Agriculture Department; Commodity Credit Corporation,"This regulation sets forth the terms and conditions of the 2003/2004 American Indian Livestock Feed Program (AILFP). Assistance will be available to eligible livestock producers for livestock feed crop years 2003 or 2004 whose eligible livestock occupied tribal- governed land at the time of a natural disaster in an area where a significant loss of livestock feed has occurred, creating a livestock feed emergency, as determined by the Commodity Credit Corporation (CCC). Eligible producers can receive benefits for livestock feed crop year 2003, or 2004, but not both. Eligible tribal-governed land must be located in a primary county or counties that have received an emergency declaration by the President or emergency designation by the Secretary of Agriculture on or after January 1, 2003, for losses occurring in calendar year 2003, or calendar year 2004. Although the Presidential declarations and Secretarial designations were issued for natural disasters in those calendar years, tribal governments may request an initial 90-day feeding period and up to three 90-day extensions that extend from the beginning of a livestock feed crop year, to the end of that same livestock feed crop year. Further, livestock owners who sold eligible livestock as a direct result of natural disaster shall report those livestock as owned through the end of the production year (livestock feed crop year) in order to mitigate the livestock owner's losses. This rule is intended to implement legislation and assist affected producers in overcoming the effects of drought. In addition, this rule provides technical revisions for the Livestock Assistance Program regulations.",70 FR 29920, 05-10467,https://www.federalregister.gov/documents/2005/05/25/05-10467/american-indian-livestock-feed-program-livestock-assistance-program,https://www.govinfo.gov/content/pkg/FR-2005-05-25/pdf/05-10467.pdf,05/25/2005
"Plan Revision for Malheur, Umatilla and Wallowa-Whitman National Forests, Oregon and Washington (Collectively Called the Blue Mountains Forest Plan Revision)",Notice,Agriculture Department; Forest Service,"As directed by the National Forest Management Act, the USDA Forest Service is preparing the Malheur, Umatilla and Wallowa-Whitman National Forests revised land management plans and will also prepare an environmental impact statement for these revised plans. This notice briefly describes the purpose and need, the proposed action, the scoping process for the plan revisions (including any scoping meetings), information concerning public participation, estimated dates for filing the EIS and provides the names and addresses of the responsible agency official and the individuals who can provide additional information. This notice also briefly describes the applicable planning rule. The revised land management plans will supersede the land management plans previously approved by the Regional Forester. The Malheur National Forest land management plan was signed on May 25, 1990 and has been amended 67 times. The Umatilla National Forest land management plan was signed on June 11, 1990 and has been amended 34 times. The Wallowa-Whitman National Forest land management plan was signed on April 23, 1990, and has been amended 43 times. Most forest plan amendments are project-specific amendments and apply to that project only. Some amendments incorporated new management direction for specific management areas, such as wild and scenic rivers. Five amendments were incorporated into all three forest plans by the Regional Forester. These amendments included direction for managing streams and riparian areas, old growth forests, and treatment of invasive species. These amended plans will remain in effect until the revision takes effect.",75 FR 15403, 2010-6748,https://www.federalregister.gov/documents/2010/03/29/2010-6748/plan-revision-for-malheur-umatilla-and-wallowa-whitman-national-forests-oregon-and-washington,https://www.govinfo.gov/content/pkg/FR-2010-03-29/pdf/2010-6748.pdf,03/29/2010
Direct and Counter-Cyclical Program and Average Crop Revenue Election Program,Rule,Agriculture Department; Commodity Credit Corporation,"This rule implements the provisions of the Food, Conservation, and Energy Act of 2008 (the 2008 Farm Bill) regarding the direct and counter-cyclical payment program (DCP) for the 2008 through 2012 crop years as well as Average Crop Revenue Election (ACRE) program payments for the 2009 through 2012 crop years. The 2008 Farm Bill further authorizes payments, with some changes, that were previously authorized under the Farm Security and Rural Investment Act of 2002 (the 2002 Farm Bill) regarding direct and counter-cyclical payments for the crop years 2002 through 2007. The payments provide income support to producers of eligible commodities and are based on historically-based acreage and yields and do not depend on the current production choices of the farmer. In general, the 2008 Farm Bill provides payments to eligible producers of covered commodities and peanuts and beginning in 2009, pulse crops as well. Additionally, the 2008 Farm Bill provides for the establishment of a yield for each farm for any designated oilseed or eligible pulse crop for which a payment yield was not established under the 2002 Farm Bill.",73 FR 79284, E8-30763,https://www.federalregister.gov/documents/2008/12/29/E8-30763/direct-and-counter-cyclical-program-and-average-crop-revenue-election-program,https://www.govinfo.gov/content/pkg/FR-2008-12-29/pdf/E8-30763.pdf,12/29/2008
"Direct and Counter-Cyclical Program and Average Crop Revenue Election Program, Disaster Assistance Programs, Marketing Assistance Loans and Loan Deficiency Payments Program, Supplemental Revenue Assistance Payments Program, and Payment Limitation and Payment Eligibility; Clarifying Amendments",Rule,Agriculture Department; Farm Service Agency; Commodity Credit Corporation,"CCC is amending the regulations for the Direct and Counter- cyclical Payment Program (DCP) for the 2008 through 2012 crop years and Average Crop Revenue Election (ACRE) Program for the 2009 through 2012 crop years. The amendments clarify various provisions in the regulations and extend benefits to additional producers. This rule extends the eligibility for farms of less than 10 base acres from farms wholly owned by socially disadvantaged or limited resource producers to farms that are at least half owned by such producers. It removes a provision terminating base acres on Federally-owned land, which will effectively extend DCP and ACRE Program eligibility to producers who lease or purchase such land. Clarifying amendments specify the extended 2009 crop year enrollment and election period, simplify acreage and production reporting requirements, correct contract termination provisions, and add 2009 through 2012 loan rates. This rule also makes several clarifying amendments to the regulations for the Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program (ELAP) and the Livestock Forage Disaster Program (LFP), the Supplemental Revenue Assistance Payments Program (SURE) and the Marketing Assistance Loans (MAL) and Loan Deficiency Payments (LDP) Programs. It clarifies eligibility requirements for foreign persons for CCC and FSA programs.",75 FR 19185, 2010-8308,https://www.federalregister.gov/documents/2010/04/14/2010-8308/direct-and-counter-cyclical-program-and-average-crop-revenue-election-program-disaster-assistance,https://www.govinfo.gov/content/pkg/FR-2010-04-14/pdf/2010-8308.pdf,04/14/2010
Emergency Conservation Program,Rule,Agriculture Department; Farm Service Agency,"This final rule provides the change mandated by the U.S. Troop Readiness, Veterans' Care, Katrina Recovery, and Iraq Accountability Appropriations Act, 2007 (the 2007 Emergency Supplemental). The 2007 Emergency Supplemental provided $16 million for the Emergency Conservation Program (ECP) and required that the Adjusted Gross Income Limitation (AGI) apply to the distribution of the funds.",72 FR 45879, E7-16175,https://www.federalregister.gov/documents/2007/08/16/E7-16175/emergency-conservation-program,https://www.govinfo.gov/content/pkg/FR-2007-08-16/pdf/E7-16175.pdf,08/16/2007
Environmental Quality Incentives Program,Rule,Agriculture Department; Natural Resources Conservation Service; Commodity Credit Corporation,"This interim final rule with request for comment amends the existing Environmental Quality Incentives Program (EQIP) regulations to incorporate programmatic changes as authorized by amendments in the Food, Conservation, and Energy Act of 2008 (2008 Act).",74 FR 2293, E9-530,https://www.federalregister.gov/documents/2009/01/15/E9-530/environmental-quality-incentives-program,https://www.govinfo.gov/content/pkg/FR-2009-01-15/pdf/E9-530.pdf,01/15/2009
Healthy Forests Reserve Program,Rule,Agriculture Department; Natural Resources Conservation Service,"This final rule amends Natural Resources Conservation Service (NRCS) regulations for the Healthy Forests Reserve Program (HFRP). The Food, Conservation, and Energy Act of 2008 (the 2008 Act) amended provisions of HFRP that changed the duration, type, and funding allocation of program agreements, and NRCS published a proposed rule for these changes on January 14, 2009. This final rule responds to the comments received on the proposed rule and amends NRCS regulations for HFRP to incorporate changes associated with enactment of the 2008 Act.",75 FR 6539, 2010-2812,https://www.federalregister.gov/documents/2010/02/10/2010-2812/healthy-forests-reserve-program,https://www.govinfo.gov/content/pkg/FR-2010-02-10/pdf/2010-2812.pdf,02/10/2010
Submission for OMB Review; Comment Request,Notice,Agriculture Department,"",73 FR 29479, E8-11357,https://www.federalregister.gov/documents/2008/05/21/E8-11357/submission-for-omb-review-comment-request,https://www.govinfo.gov/content/pkg/FR-2008-05-21/pdf/E8-11357.pdf,05/21/2008
Regulatory Streamlining of the Farm Service Agency's Direct Farm Loan Programs,Rule,Agriculture Department; Farm Service Agency; Commodity Credit Corporation,This rule streamlines the Farm Service Agency's (FSA) regulations governing its direct Farm Loan Programs. The final rule simplifies and clarifies FSA's direct loan regulations; implements the recommendations of the USDA Civil Rights Action Team; meets the objectives of the Paperwork Reduction Act of 1995; and separates FSA's direct Farm Loan Programs regulations from the Rural Development mission area's loan program regulations.,72 FR 63242, 07-5374,https://www.federalregister.gov/documents/2007/11/08/07-5374/regulatory-streamlining-of-the-farm-service-agencys-direct-farm-loan-programs,https://www.govinfo.gov/content/pkg/FR-2007-11-08/pdf/07-5374.pdf,11/08/2007
Supplemental Revenue Assistance Payments Program,Rule,Agriculture Department; Farm Service Agency,"This rule implements specific requirements for the new Supplemental Revenue Assistance Payments Program (SURE) authorized by the Food, Conservation, and Energy Act of 2008 (the 2008 Farm Bill). SURE provides disaster assistance to eligible participants who have experienced qualifying crop production losses, or crop quality losses, or both, occurring in crop year 2008 through September 30, 2011. All crops for which crop insurance or noninsured crop disaster assistance program (NAP) coverage is available are eligible crops for SURE. To be eligible for SURE payments, participants must meet a risk management purchase requirement, with some exceptions, and have suffered a qualifying loss due to disaster. A qualifying loss is a loss of at least 10 percent of a crop of economic significance on a participant's farm in a disaster county (a county for which a Secretarial disaster declaration has been issued or a county contiguous to such a county), or on a participant's farm with an overall loss greater than 50 percent of normal production (expected revenue for all crops on the farm) due to disaster. This rule specifies how a qualifying loss is determined, how SURE payments are calculated, and how and when participants may apply for payment.",74 FR 68480, E9-30632,https://www.federalregister.gov/documents/2009/12/28/E9-30632/supplemental-revenue-assistance-payments-program,https://www.govinfo.gov/content/pkg/FR-2009-12-28/pdf/E9-30632.pdf,12/28/2009
Notice of Intent To Request Comments on a Currently Approved Information Collection.,Notice,Agriculture Department; Natural Resources Conservation Service,"This notice announces the intention of the Natural Resources Conservation Service (NRCS) to request comments on a currently approved information collection for which approval will expire, 0578-0030, Emergency Watershed Protection Program. Public Participation: The NRCS invites full public participation to promote open communication and better decision-making. All persons and organizations that have an interest in the Emergency Watershed Protection (EWP) Program are urged to provide comments. Scoping Process: Public participation is requested throughout the scoping process. The NRCS is soliciting comment the public indicating what issues and impacts the public believes should be encompassed within the scope of the EWP Program. Comments are invited on (a) Whether the proposed collection of information is necessary for the proper performance of the functions of the agency, including whether the information will have practical utility, (b) The accuracy of the agency's estimate of burden of the proposed collection of information, including the validity of the methodology and assumptions used, (c) Ways to enhance the quality, utility, and clarity of the information to be collected, and (d) Ways to minimize the burden of the collection of information on those who are to respond, such as through the use of appropriate automated, electronic, mechanical, or other technologic collection techniques or other forms of information technology. Date Scoping Comments Are Due: Comments on this notice must be received by January 18, 2008 to ensure consideration. Comments may be sent to Phyllis I. Watkins, Agency OMB Clearance Officer, U.S. Department of Agriculture, Natural Resources Conservation Service, 5601 Sunnyside Avenue, Mailstop 5460, Beltsville, MD 20705-5000; (301) 504- 2170; phyllis.i.watkins@wdc.usda.gov.",72 FR 64994, 07-5747,https://www.federalregister.gov/documents/2007/11/19/07-5747/notice-of-intent-to-request-comments-on-a-currently-approved-information-collection,https://www.govinfo.gov/content/pkg/FR-2007-11-19/pdf/07-5747.pdf,11/19/2007
"Catastrophic Risk Protection Endorsement; Group Risk Plan of Insurance Regulations; and the Common Crop Insurance Regulations, Basic Provisions",Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes the Catastrophic Risk Protection Endorsement, the Group Risk Plan of Insurance Regulations, and the Common Crop Insurance Regulations, Basic Provisions to revise those provisions as mandated by the Food, Conservation, and Energy Act of 2008 (2008 Farm Bill). The changes will apply for the 2010 and succeeding crop years for all crops with a 2010 crop year contract change date on or after the effective date of this rule and for the 2011 and succeeding crop years for all crops with a 2010 crop year contract change date prior to the effective date of this rule.",74 FR 45537, E9-21233,https://www.federalregister.gov/documents/2009/09/03/E9-21233/catastrophic-risk-protection-endorsement-group-risk-plan-of-insurance-regulations-and-the-common,https://www.govinfo.gov/content/pkg/FR-2009-09-03/pdf/E9-21233.pdf,09/03/2009
Business and Industry Guaranteed Loans-Tangible Balance Sheet Equity,Rule,Agriculture Department; Rural Business-Cooperative Service,"In this final rule the Rural Business-Cooperative Service (the Agency) amends existing regulations relating to Business and Industry (B&I) loans made or guaranteed by the Agency by modifying the provisions that address the evaluation of credit quality. Changes to these underwriting provisions were originally proposed on January 16, 2004. The scope of this final rule is more limited than originally proposed but also implements a change not originally discussed in the proposed rule. Specifically, in the case of the refinancing of USDA or other Federal agency debt only, the Agency is modifying the definition of tangible balance sheet equity to include the off balance sheet value of tangible assets to the extent of the difference between the depreciated book value of real property assets and their current market value supported by an appraisal or the original book value, whichever is less. In these limited cases, the adjusted tangible balance sheet equity will also include qualified subordinated debt owed to the owner. As stated above, these adjustments to the equity calculation will apply only in cases where the Agency is asked to guarantee a refinancing of outstanding debt currently owed to or guaranteed by a Federal agency, including the Small Business Administration. The intended effect of this action is to facilitate Agency guarantees of certain refinancing loans that otherwise would not meet the equity requirements because the financial statements prepared in accordance with generally accepted accounting principles do not reflect the current market value of real property assets owned by the borrower. In the case of all direct or guaranteed loan applications, the tangible net equity calculation may include a restricted universe of qualified intellectual property. The Agency is also increasing the equity requirements applicable to energy businesses.",71 FR 33181, E6-8891,https://www.federalregister.gov/documents/2006/06/08/E6-8891/business-and-industry-guaranteed-loans-tangible-balance-sheet-equity,https://www.govinfo.gov/content/pkg/FR-2006-06-08/pdf/E6-8891.pdf,06/08/2006
Conservation Security Program,Notice,Agriculture Department; Commodity Credit Corporation; Natural Resources Conservation Service,"This document announces the Fiscal Year 2008 sign-up, CSP-08- 01, for the Conservation Security Program (CSP). This sign-up will be open from April 18, 2008 through May 17, 2008, in selected 8-digit watersheds.",73 FR 16246, E8-6177,https://www.federalregister.gov/documents/2008/03/27/E8-6177/conservation-security-program,https://www.govinfo.gov/content/pkg/FR-2008-03-27/pdf/E8-6177.pdf,03/27/2008
2005 Section 32 Hurricane Disaster Programs; 2006 Livestock Assistance Grant Program,Rule,Agriculture Department; Farm Service Agency,"This final rule sets forth the Farm Service Agency (FSA) regulations for the 2005 Section 32 Hurricane Disaster Programs in response to emergency agricultural situations caused by the 2005 hurricanes Dennis, Katrina, Ophelia, Rita, and Wilma in certain counties in Alabama, Florida, Louisiana, Mississippi, North Carolina, and Texas. The rule establishes four hurricane disaster programs to provide funds to eligible producers who suffered eligible losses, and a grant program that will provide funds to the respective States to enable them to assist aquaculture producers having losses related to the aforementioned hurricanes. This final rule also sets forth provisions related to the 2006 Livestock Assistance Grant Program.",72 FR 875, E7-88,https://www.federalregister.gov/documents/2007/01/09/E7-88/2005-section-32-hurricane-disaster-programs-2006-livestock-assistance-grant-program,https://www.govinfo.gov/content/pkg/FR-2007-01-09/pdf/E7-88.pdf,01/09/2007
"Common Crop Insurance Regulations, Basic Provisions; and Various Crop Insurance Provisions",Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes the Common Crop Insurance Regulations, Basic Provisions, Small Grains Crop Insurance Provisions, Cotton Crop Insurance Provisions, Sunflower Seed Crop Insurance Provisions, Coarse Grains Crop Insurance Provisions, Malting Barley Crop Insurance Provisions, Rice Crop Insurance Provisions, and Canola and Rapeseed Crop Insurance Provisions to provide revenue protection and yield protection. The amended provisions replace the Crop Revenue Coverage (CRC), Income Protection (IP), Indexed Income Protection (IIP), and the Revenue Assurance (RA) plans of insurance. These individual plans of insurance will no longer be available. The intended effect of this action is to offer producers a choice of revenue protection (protection against loss of revenue caused by low prices, low yields or a combination of both) or yield protection (protection for production losses only) within one Basic Provisions and the applicable Crop Provisions to reduce the amount of information producers must read to determine the best risk management tool for their operation and to improve the prevented planting and other provisions to better meet the needs of insured producers. In addition, FCIC has revised the Texas Citrus Tree Crop Insurance Provisions, Pear Crop Insurance Provisions, Sugarcane Crop Insurance Provisions, Macadamia Tree Crop Insurance Provisions, Macadamia Nut Crop Insurance Provisions, Onion Crop Insurance Provisions, Dry Pea Crop Insurance Provisions, Plum Crop Insurance Provisions, and Cabbage Crop Insurance Provisions to correct specific references to the revised Common Crop Insurance Regulations, Basic Provisions. Further, FCIC has revised certain provisions to incorporate provisions from previous rules implementing the Food, Conservation, and Energy Act of 2008 (2008 Farm Bill).",75 FR 15778, 2010-6432,https://www.federalregister.gov/documents/2010/03/30/2010-6432/common-crop-insurance-regulations-basic-provisions-and-various-crop-insurance-provisions,https://www.govinfo.gov/content/pkg/FR-2010-03-30/pdf/2010-6432.pdf,03/30/2010
Conservation Security Program,Rule,Agriculture Department; Commodity Credit Corporation; Natural Resources Conservation Service,"This document establishes an amendment to the interim final rule governing activities under the Conservation Security Program (CSP) which is administered by the Natural Resources Conservation Service (NRCS). The CSP sets forth a mechanism to provide financial and technical assistance to agricultural producers who, in accordance with certain requirements, conserve and improve the quality of soil, water, air, energy, plant and animal life, and support other conservation activities. The CSP regulations implement provisions of the Food Security Act of 1985, as amended by the Farm Security and Rural Investment Act of 2002, and are intended to assist agricultural producers in taking actions that will provide long-term beneficial effects to our Nation.",70 FR 15201, 05-5894,https://www.federalregister.gov/documents/2005/03/25/05-5894/conservation-security-program,https://www.govinfo.gov/content/pkg/FR-2005-03-25/pdf/05-5894.pdf,03/25/2005
Emergency Watershed Protection Program,Rule,Agriculture Department; Natural Resources Conservation Service,"The United States Department of Agriculture (USDA) Natural Resources Conservation Service (NRCS) is issuing a final rule for the Emergency Watershed Protection (EWP) Program to improve the effectiveness of its response to natural disasters. This final rule establishes the process by which NRCS will administer the EWP Program, responds to comments on the proposed rule received from the public during the 60-day comment period, and incorporates modifications and clarifications to improve implementation of the program.",70 FR 16921, 05-6098,https://www.federalregister.gov/documents/2005/04/04/05-6098/emergency-watershed-protection-program,https://www.govinfo.gov/content/pkg/FR-2005-04-04/pdf/05-6098.pdf,04/04/2005
Native Plant Material Policy (Forest Service Manual 2070),Notice,Agriculture Department; Forest Service,"The Forest Service is issuing a new directive to Forest Service Manual (FSM) 2070 for native plant materials, which provides direction for the use, growth, development, and storage of native plant materials.",73 FR 8265, E8-2659,https://www.federalregister.gov/documents/2008/02/13/E8-2659/native-plant-material-policy-forest-service-manual-2070,https://www.govinfo.gov/content/pkg/FR-2008-02-13/pdf/E8-2659.pdf,02/13/2008
