title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
National Emission Standards for Hazardous Air Pollutants: Plywood and Composite Wood Products Residual Risk and Technology Review,Rule,Environmental Protection Agency,"This action finalizes the residual risk and technology review (RTR) conducted for the Plywood and Composite Wood Products (PCWP) source category regulated under national emission standards for hazardous air pollutants (NESHAP). In addition, the EPA is taking final action addressing periods of startup, shutdown and malfunction (SSM); adding electronic reporting; adding repeat emissions testing; and making technical and editorial changes. These final amendments include no revisions to the numerical emission limits in the rule based on the RTR. While the amendments do not result in reductions of emissions of hazardous air pollutants (HAP), this action results in improved monitoring, compliance, and implementation of the rule.",85 FR 49434, 2020-12725,https://www.federalregister.gov/documents/2020/08/13/2020-12725/national-emission-standards-for-hazardous-air-pollutants-plywood-and-composite-wood-products,https://www.govinfo.gov/content/pkg/FR-2020-08-13/pdf/2020-12725.pdf,08/13/2020
Standards of Performance for New Stationary Sources and Emission Guidelines for Existing Sources: Commercial and Industrial Solid Waste Incineration Units; Technical Amendments,Rule,Environmental Protection Agency,"Following requests for clarification of its June 2016 final action, the Environmental Protection Agency (EPA) published proposed amendments to several provisions of the 2016 New Source Performance Standards (NSPS) and Emission Guidelines (EG) for Commercial and Industrial Solid Waste Incineration (CISWI). This action finalizes the proposed amendments, which provide clarity and address implementation issues in the final CISWI NSPS and EG, as well as correcting inconsistencies and errors in these provisions.",84 FR 15846, 2019-05529,https://www.federalregister.gov/documents/2019/04/16/2019-05529/standards-of-performance-for-new-stationary-sources-and-emission-guidelines-for-existing-sources,https://www.govinfo.gov/content/pkg/FR-2019-04-16/pdf/2019-05529.pdf,04/16/2019
National Pollutant Discharge Elimination System-Final Regulations To Establish Requirements for Cooling Water Intake Structures at Existing Facilities and Amend Requirements at Phase I Facilities,Rule,Environmental Protection Agency,"The purpose of this action is to reduce impingement and entrainment of fish and other aquatic organisms at cooling water intake structures used by certain existing power generation and manufacturing facilities for the withdrawal of cooling water from waters of the United States. This rule establishes requirements under section 316(b) of the Clean Water Act (CWA) for existing power generating facilities and existing manufacturing and industrial facilities that are designed to withdraw more than 2 million gallons per day (mgd) of water from waters of the United States and use at least 25 percent of the water they withdraw exclusively for cooling purposes. These national requirements, which will be implemented through National Pollutant Discharge Elimination System (NPDES) permits, apply to the location, design, construction, and capacity of cooling water intake structures (CWIS) at regulated facilities and provide requirements that reflect the best technology available (BTA) for minimizing adverse environmental impact. On April 20, 2011, EPA published a proposed rule that included several options for addressing these impacts. Subsequently, EPA published two Notices of Data Availability (NODA), on June 11, 2012 and June 12, 2012, that further clarified EPA's proposed approach. This final rule also responds to judicial remand of aspects of the previously promulgated Phase II and Phase III section 316(b) rules. In addition, EPA is also responding to an earlier judicial decision by removing from the previously promulgated Phase I new facility rule a restoration-based compliance alternative and the associated monitoring and demonstration requirements.",79 FR 48300, 2014-12164,https://www.federalregister.gov/documents/2014/08/15/2014-12164/national-pollutant-discharge-elimination-system-final-regulations-to-establish-requirements-for,https://www.govinfo.gov/content/pkg/FR-2014-08-15/pdf/2014-12164.pdf,08/15/2014
New Source Performance Standards for the Synthetic Organic Chemical Manufacturing Industry and National Emission Standards for Hazardous Air Pollutants for the Synthetic Organic Chemical Manufacturing Industry and Group I & II Polymers and Resins Industry,Rule,Environmental Protection Agency,"This action finalizes amendments to the New Source Performance Standards (NSPS) that apply to the Synthetic Organic Chemical Manufacturing Industry (SOCMI) and amendments to the National Emission Standards for Hazardous Air Pollutants (NESHAP) that apply to the SOCMI (more commonly referred to as the Hazardous Organic NESHAP or HON) and Group I and II Polymers and Resins (P&R I and P&R II, respectively) Industries. The EPA is finalizing decisions resulting from the Agency's technology review of the HON and the P&R I and P&R II NESHAP, and its review of the NSPS that apply to the SOCMI. The EPA is also finalizing amendments to the NSPS for equipment leaks of volatile organic compounds (VOC) in SOCMI based on its reconsideration of certain issues raised in an administrative petition for reconsideration. Furthermore, the EPA is finalizing emission standards for ethylene oxide (EtO) emissions and chloroprene emissions after considering the results of a risk assessment for the HON and for Neoprene Production processes subject to the P&R I NESHAP, and is finalizing a fenceline monitoring work practice standard for certain hazardous air pollutants (HAP). Lastly, the EPA is finalizing the removal of exemptions from standards for periods of startup, shutdown, and malfunction (SSM), adding work practice standards for such periods where appropriate, finalizing standards for previously unregulated HAP, and adding provisions for electronic reporting of performance test reports and periodic reports.",89 FR 42932, 2024-07002,https://www.federalregister.gov/documents/2024/05/16/2024-07002/new-source-performance-standards-for-the-synthetic-organic-chemical-manufacturing-industry-and,https://www.govinfo.gov/content/pkg/FR-2024-05-16/pdf/2024-07002.pdf,05/16/2024
"Waste Emissions Charge for Petroleum and Natural Gas Systems: Procedures for Facilitating Compliance, Including Netting and Exemptions",Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is promulgating a regulation to facilitate compliance with the requirements of the Waste Emissions Charge in the Clean Air Act's (CAA) Methane Emissions Reduction Program (MERP). Enacted as part of the Inflation Reduction Act (IRA), this program requires the EPA to impose and collect an annual charge on methane emissions that exceed waste emissions thresholds specified by Congress.",89 FR 91094, 2024-26643,https://www.federalregister.gov/documents/2024/11/18/2024-26643/waste-emissions-charge-for-petroleum-and-natural-gas-systems-procedures-for-facilitating-compliance,https://www.govinfo.gov/content/pkg/FR-2024-11-18/pdf/2024-26643.pdf,11/18/2024
General Permits and Permits by Rule for the Federal Minor New Source Review Program in Indian Country for Five Source Categories,Rule,Environmental Protection Agency,"The U.S. Environmental Protection Agency (EPA) is finalizing general permits for use in Indian country pursuant to the Federal Minor New Source Review (NSR) Program in Indian Country for new or modified minor sources in the following two source categories: Hot mix asphalt (HMA) plants; and stone quarrying, crushing, and screening (SQCS) facilities. The EPA is also finalizing permits by rule for use in Indian country for new or modified minor sources in three source categories: Auto body repair and miscellaneous surface coating operations; gasoline dispensing facilities (GDFs), except in California; and petroleum dry cleaning facilities. The EPA is also taking final action authorizing the use of general permits established under the program to create synthetic minor sources for the HMA and SQCS source categories.",80 FR 25068, 2015-09739,https://www.federalregister.gov/documents/2015/05/01/2015-09739/general-permits-and-permits-by-rule-for-the-federal-minor-new-source-review-program-in-indian,https://www.govinfo.gov/content/pkg/FR-2015-05-01/pdf/2015-09739.pdf,05/01/2015
New Source Performance Standards Review for Volatile Organic Liquid Storage Vessels (Including Petroleum Liquid Storage Vessels),Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is finalizing amendments to the new source performance standards (NSPS) for Volatile Organic Liquid Storage Vessels (Including Petroleum Liquid Storage Vessels) pursuant to the review required by the Clean Air Act (CAA). The EPA is finalizing revisions to the NSPS that are applicable to volatile organic liquid (VOL) storage vessels that commence construction, reconstruction, or modification after October 4, 2023, under a new NSPS subpart, as well as amendments to an existing subpart. In the new NSPS subpart Kc, the EPA is finalizing requirements to reduce the vapor pressure applicability thresholds and revise the volatile organic compound (VOC) standards to reflect the best system of emission reduction (BSER) for affected storage vessels. In addition, the EPA is finalizing degassing emission controls; clarification of startup, shutdown, and malfunction (SSM) requirements; additional monitoring requirements; and other technical improvements",89 FR 83296, 2024-22823,https://www.federalregister.gov/documents/2024/10/15/2024-22823/new-source-performance-standards-review-for-volatile-organic-liquid-storage-vessels-including,https://www.govinfo.gov/content/pkg/FR-2024-10-15/pdf/2024-22823.pdf,10/15/2024
Tolfenpyrad; Pesticide Tolerances for Emergency Exemptions,Rule,Environmental Protection Agency,"This regulation establishes time-limited tolerances for residues of tolfenpyrad in or on dry bulb onion and watermelon. This action is in response to EPA's granting of emergency exemptions under the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA) authorizing use of the pesticide on dry bulb onion and watermelon. This regulation establishes maximum permissible levels for residues of tolfenpyrad in or on these commodities. The time-limited tolerances expire on December 31, 2020.",82 FR 46929, 2017-21797,https://www.federalregister.gov/documents/2017/10/10/2017-21797/tolfenpyrad-pesticide-tolerances-for-emergency-exemptions,https://www.govinfo.gov/content/pkg/FR-2017-10-10/pdf/2017-21797.pdf,10/10/2017
Mandatory Reporting of Greenhouse Gases: Technical Revisions to the Petroleum and Natural Gas Systems Category of the Greenhouse Gas Reporting Rule,Rule,Environmental Protection Agency,"EPA is finalizing technical corrections and revisions to the petroleum and natural gas systems source category of the Greenhouse Gas Reporting Rule. Final changes include providing clarification on existing requirements, increasing flexibility for certain calculation methods, amending data reporting requirements, clarifying terms and definitions, and technical corrections.",76 FR 80554, 2011-31532,https://www.federalregister.gov/documents/2011/12/23/2011-31532/mandatory-reporting-of-greenhouse-gases-technical-revisions-to-the-petroleum-and-natural-gas-systems,https://www.govinfo.gov/content/pkg/FR-2011-12-23/pdf/2011-31532.pdf,12/23/2011
Review of Standards of Performance for Automobile and Light Duty Truck Surface Coating Operations,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is finalizing amendments to the new source performance standards for Automobile and Light Duty Truck Surface Coating Operations pursuant to the review required by the Clean Air Act. The EPA determined that revisions to the NSPS were needed to reflect the degree of emission limitation achievable through the application of the best system of emission reduction (BSER). The EPA is therefore finalizing, as proposed, in a new NSPS subpart MMa, revised volatile organic compound (VOC) emission limits for prime coat, guide coat, and topcoat operations for affected facilities that commence construction, modification, or reconstruction after May 18, 2022. In addition, in the new NSPS subpart, the EPA is finalizing the proposed amendments: the addition of work practices to minimize VOC emissions; revision of the plastic parts provision; updates to the capture and control devices and the associated testing and monitoring requirements; revision of the transfer efficiency provisions; new test methods and alternative test methods; revision of the recordkeeping and reporting requirements, including the addition of electronic reporting; removing exemptions for periods of startup, shutdown, and malfunction; and other amendments to harmonize the new NSPS subpart and Automobile and Light Duty Truck Surface Coating National Emission Standards for Hazardous Air Pollutants (NESHAP) requirements. The EPA is also finalizing the proposed electronic reporting requirements in the NSPS subpart MM, applicable to sources that commence construction, reconstruction, or modification after October 5, 1979, and on or before May 18, 2022.",88 FR 29978, 2023-09587,https://www.federalregister.gov/documents/2023/05/09/2023-09587/review-of-standards-of-performance-for-automobile-and-light-duty-truck-surface-coating-operations,https://www.govinfo.gov/content/pkg/FR-2023-05-09/pdf/2023-09587.pdf,05/09/2023
National Emission Standards for Hazardous Air Pollutants and New Source Performance Standards: Petroleum Refinery Sector Amendments,Rule,Environmental Protection Agency,"This action finalizes amendments to the petroleum refinery National Emission Standards for Hazardous Air Pollutants (NESHAP) (referred to as Refinery MACT 1 and Refinery MACT 2) and to the New Source Performance Standards (NSPS) for Petroleum Refineries to clarify the requirements of these rules and to make technical corrections and minor revisions to requirements for work practice standards, recordkeeping, and reporting which were proposed in the Federal Register on April 10, 2018. This action also finalizes amendments to the compliance date of the requirements for existing maintenance vents from August 1, 2017, to December 26, 2018, which were proposed in the Federal Register on July 10, 2018.",83 FR 60696, 2018-25080,https://www.federalregister.gov/documents/2018/11/26/2018-25080/national-emission-standards-for-hazardous-air-pollutants-and-new-source-performance-standards,https://www.govinfo.gov/content/pkg/FR-2018-11-26/pdf/2018-25080.pdf,11/26/2018
National Emission Standards for Hazardous Air Pollutants: Gasoline Distribution Technology Reviews and New Source Performance Standards Review for Bulk Gasoline Terminals,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is finalizing the technology reviews (TR) conducted for the national emission standards for hazardous air pollutants (NESHAP) for gasoline distribution facilities and the review of the new source performance standards (NSPS) for bulk gasoline terminals pursuant to the requirements of the Clean Air Act (CAA). The final NESHAP amendments include revised requirements for storage vessels, loading operations, and equipment to reflect cost-effective developments in practices, processes, or controls. The final NSPS reflect the best system of emission reduction for loading operations and equipment leaks. In addition, the EPA is: finalizing revisions related to emissions during periods of startup, shutdown, and malfunction (SSM); adding requirements for electronic reporting; revising monitoring and operating requirements for control devices; and making other minor technical improvements. The EPA estimates that this final action will reduce hazardous air pollutant emissions from gasoline distribution facilities by over 2,200 tons per year (tpy) and volatile organic compound (VOC) emissions by 45,400 tpy.",89 FR 39304, 2024-04629,https://www.federalregister.gov/documents/2024/05/08/2024-04629/national-emission-standards-for-hazardous-air-pollutants-gasoline-distribution-technology-reviews,https://www.govinfo.gov/content/pkg/FR-2024-05-08/pdf/2024-04629.pdf,05/08/2024
"Approval, Disapproval and Promulgation of Air Quality Implementation Plans; Arizona; Regional Haze State and Federal Implementation Plans",Rule,Environmental Protection Agency,"EPA is taking final action to approve in part and disapprove in part a portion of Arizona's State Implementation Plan (SIP) submittal for its regional haze program and to promulgate a Federal Implementation Plan (FIP) for the disapproved elements of the SIP. The State and Federal plans are to implement the regional haze program in Arizona for the first planning period through 2018. This final rule addresses only the portion of the SIP related to Arizona's determination of Best Available Retrofit Technology (BART) to control emissions from eight units at three electric generating stations: Apache Generating Station, Cholla Power Plant and Coronado Generating Station. Consistent with our proposal, EPA approves in this final rule the State's determination that the three sources are subject to BART, and approves the State's emissions limits for sulfur dioxide (SO<INF>2</INF>) and particulate matter less than or equal to 10 micrometers (PM<INF>10</INF>) at all the units, but disapproves Arizona's BART emissions limits for nitrogen oxides (NO<INF>X</INF>) at the coal-fired units of the three power plants. We also are promulgating a FIP that contains new emissions limits for NO<INF>X</INF> at these coal-fired units and compliance schedules for implementation of BART as well as requirements for equipment maintenance, monitoring, recordkeeping and reporting for all units and all pollutants at the three sources. In today's action, we are revising some elements of the proposed FIP in response to comments and additional information that we received.",77 FR 72512, 2012-28565,https://www.federalregister.gov/documents/2012/12/05/2012-28565/approval-disapproval-and-promulgation-of-air-quality-implementation-plans-arizona-regional-haze,https://www.govinfo.gov/content/pkg/FR-2012-12-05/pdf/2012-28565.pdf,12/05/2012
National Emissions Standards for Hazardous Air Pollutants for Mineral Wool Production and Wool Fiberglass Manufacturing,Rule,Environmental Protection Agency,"This action finalizes the residual risk and technology reviews (RTR) conducted for the Mineral Wool Production and Wool Fiberglass Manufacturing source categories regulated under national emission standards for hazardous air pollutants (NESHAP). Under this action, we are establishing pollutant-specific emissions limits for hazardous air pollutants (HAP) that were previously regulated (under a surrogate) and for HAP that were previously unregulated. This action finalizes first- time generally available control technologies (GACT) standards for gas- fired glass-melting furnaces at wool fiberglass manufacturing facilities that are area sources. We are also amending regulatory provisions related to emissions during periods of startup, shutdown, and malfunction (SSM); adding requirements for reporting of performance testing through the Electronic Reporting Tool (ERT); and making several minor clarifications and corrections. The revisions in these final rules increase the level of emissions control and environmental protection provided by the Mineral Wool Production and Wool Fiberglass Manufacturing NESHAP.",80 FR 45280, 2015-16643,https://www.federalregister.gov/documents/2015/07/29/2015-16643/national-emissions-standards-for-hazardous-air-pollutants-for-mineral-wool-production-and-wool,https://www.govinfo.gov/content/pkg/FR-2015-07-29/pdf/2015-16643.pdf,07/29/2015
Approval and Promulgation of Implementation Plans; State of Montana; State Implementation Plan and Regional Haze Federal Implementation Plan,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is promulgating a Federal Implementation Plan (FIP) to address regional haze in the State of Montana. EPA developed this FIP in response to the State's decision in 2006 to not submit a regional haze State Implementation Plan (SIP) revision. The FIP satisfies requirements of the Clean Air Act (CAA or ""the Act"") that require states, or EPA in promulgating a FIP, to assure reasonable progress towards the national goal of preventing any future and remedying any existing man-made impairment of visibility in mandatory Class I areas. In addition, EPA is approving one of the revisions to the Montana SIP submitted by the State of Montana through the Montana Department of Environmental Quality on February 17, 2012, specifically, the revision to the Montana Visibility Plan that includes amendments to the ""Smoke Management"" section, which adds a reference to Best Available Control Technology (BACT) as the visibility control measure for open burning as currently administered through the State's air quality permit program. This change was made to meet the requirements of the Regional Haze Rule. EPA will act on the remaining February 17, 2012 revisions in the State's submittal in a future action.",77 FR 57864, 2012-20918,https://www.federalregister.gov/documents/2012/09/18/2012-20918/approval-and-promulgation-of-implementation-plans-state-of-montana-state-implementation-plan-and,https://www.govinfo.gov/content/pkg/FR-2012-09-18/pdf/2012-20918.pdf,09/18/2012
Greenhouse Gas Emissions Standards and Fuel Efficiency Standards for Medium- and Heavy-Duty Engines and Vehicles,Rule,Environmental Protection Agency; Transportation Department; National Highway Traffic Safety Administration,"EPA and NHTSA, on behalf of the Department of Transportation, are each finalizing rules to establish a comprehensive Heavy-Duty National Program that will reduce greenhouse gas emissions and fuel consumption for on-road heavy-duty vehicles, responding to the President's directive on May 21, 2010, to take coordinated steps to produce a new generation of clean vehicles. NHTSA's final fuel consumption standards and EPA's final carbon dioxide (CO<INF>2</INF>) emissions standards are tailored to each of three regulatory categories of heavy-duty vehicles: Combination Tractors; Heavy-duty Pickup Trucks and Vans; and Vocational Vehicles. The rules include separate standards for the engines that power combination tractors and vocational vehicles. Certain rules are exclusive to the EPA program. These include EPA's final hydrofluorocarbon standards to control leakage from air conditioning systems in combination tractors, and pickup trucks and vans. These also include EPA's final nitrous oxide (N<INF>2</INF>O) and methane (CH<INF>4</INF>) emissions standards that apply to all heavy- duty engines, pickup trucks and vans. EPA's final greenhouse gas emission standards under the Clean Air Act will begin with model year 2014. NHTSA's final fuel consumption standards under the Energy Independence and Security Act of 2007 will be voluntary in model years 2014 and 2015, becoming mandatory with model year 2016 for most regulatory categories. Commercial trailers are not regulated in this phase of the Heavy-Duty National Program. The agencies estimate that the combined standards will reduce CO<INF>2</INF> emissions by approximately 270 million metric tons and save 530 million barrels of oil over the life of vehicles sold during the 2014 through 2018 model years, providing over $7 billion in net societal benefits, and $49 billion in net societal benefits when private fuel savings are considered. EPA is also finalizing provisions allowing light-duty vehicle manufacturers to use CO<INF>2</INF> credits to meet the light-duty vehicle N<INF>2</INF>O and CH<INF>4</INF> standards, technical amendments to the fuel economy provisions for light-duty vehicles, and a technical amendment to the criteria pollutant emissions requirements for certain switch locomotives.",76 FR 57106, 2011-20740,https://www.federalregister.gov/documents/2011/09/15/2011-20740/greenhouse-gas-emissions-standards-and-fuel-efficiency-standards-for-medium--and-heavy-duty-engines,https://www.govinfo.gov/content/pkg/FR-2011-09-15/pdf/2011-20740.pdf,09/15/2011
Definition of â€œWaters of the United Statesâ€?Recodification of Pre-Existing Rules,Rule,Defense Department; Engineers Corps; Environmental Protection Agency,"The Environmental Protection Agency (EPA) and the Department of the Army (""the agencies"") are publishing a final rule to repeal the 2015 Clean Water Rule: Definition of ""Waters of the United States"" (""2015 Rule""), which amended portions of the Code of Federal Regulations (CFR), and to restore the regulatory text that existed prior to the 2015 Rule. The agencies will implement the pre-2015 Rule regulations informed by applicable agency guidance documents and consistent with Supreme Court decisions and longstanding agency practice. The agencies are repealing the 2015 Rule for four primary reasons. First, the agencies conclude that the 2015 Rule did not implement the legal limits on the scope of the agencies' authority under the Clean Water Act (CWA) as intended by Congress and reflected in Supreme Court cases, including Justice Kennedy's articulation of the significant nexus test in Rapanos. Second, the agencies conclude that in promulgating the 2015 Rule the agencies failed to adequately consider and accord due weight to the policy of the Congress in CWA section 101(b) to ""recognize, preserve, and protect the primary responsibilities and rights of States to prevent, reduce, and eliminate pollution"" and ""to plan the development and use . . . of land and water resources."" 33 U.S.C. 1251(b). Third, the agencies repeal the 2015 Rule to avoid interpretations of the CWA that push the envelope of their constitutional and statutory authority absent a clear statement from Congress authorizing the encroachment of federal jurisdiction over traditional State land-use planning authority. Lastly, the agencies conclude that the 2015 Rule's distance-based limitations suffered from certain procedural errors and a lack of adequate record support. The agencies find that these reasons, collectively and individually, warrant repealing the 2015 Rule. With this final rule, the regulations defining the scope of federal CWA jurisdiction will be those portions of the CFR as they existed before the amendments promulgated in the 2015 Rule.",84 FR 56626, 2019-20550,https://www.federalregister.gov/documents/2019/10/22/2019-20550/definition-of-waters-of-the-united-states-recodification-of-pre-existing-rules,https://www.govinfo.gov/content/pkg/FR-2019-10-22/pdf/2019-20550.pdf,10/22/2019
"Standards of Performance for Petroleum Refineries; Standards of Performance for Petroleum Refineries for Which Construction, Reconstruction, or Modification Commenced After May 14, 2007",Rule,Environmental Protection Agency,"On June 24, 2008, the EPA promulgated amendments to the Standards of Performance for Petroleum Refineries and new standards of performance for petroleum refinery process units constructed, reconstructed or modified after May 14, 2007. The EPA subsequently received three petitions for reconsideration of these final rules. On September 26, 2008, the EPA granted reconsideration and issued a stay for the issues raised in the petitions regarding process heaters and flares. On December 22, 2008, the EPA addressed those specific issues by proposing amendments to certain provisions for process heaters and flares and extending the stay of these provisions until further notice. The EPA also proposed technical corrections to the rules for issues that were raised in the petitions for reconsideration. In this action, the EPA is finalizing those amendments and technical corrections and is lifting the stay of all the provisions granted on September 26, 2008 and extended until further notice on December 22, 2008.",77 FR 56422, 2012-20866,https://www.federalregister.gov/documents/2012/09/12/2012-20866/standards-of-performance-for-petroleum-refineries-standards-of-performance-for-petroleum-refineries,https://www.govinfo.gov/content/pkg/FR-2012-09-12/pdf/2012-20866.pdf,09/12/2012
The Safer Affordable Fuel-Efficient (SAFE) Vehicles Rule for Model Years 2021-2026 Passenger Cars and Light Trucks,Rule,Environmental Protection Agency; Transportation Department; National Highway Traffic Safety Administration,"EPA and NHTSA, on behalf of the Department of Transportation, are issuing final rules to amend and establish carbon dioxide and fuel economy standards. Specifically, EPA is amending carbon dioxide standards for model years 2021 and later, and NHTSA is amending fuel economy standards for model year 2021 and setting new fuel economy standards for model years 2022-2026. The standards set by this action apply to passenger cars and light trucks, and will continue our nation's progress toward energy independence and carbon dioxide reduction, while recognizing the realities of the marketplace and consumers' interest in purchasing vehicles that meet all of their diverse needs. These final rules represent the second part of the Administration's action related to the August 24, 2018 proposed Safer Affordable Fuel-Efficient (SAFE) Vehicles Rule. These final rules follow the agencies' actions, taken September 19, 2019, to ensure One National Program for automobile fuel economy and carbon dioxide emissions standards, by finalizing regulatory text related to preemption under the Energy Policy and Conservation Act and withdrawing a waiver previously provided to California under the Clean Air Act.",85 FR 24174, 2020-06967,https://www.federalregister.gov/documents/2020/04/30/2020-06967/the-safer-affordable-fuel-efficient-safe-vehicles-rule-for-model-years-2021-2026-passenger-cars-and,https://www.govinfo.gov/content/pkg/FR-2020-04-30/pdf/2020-06967.pdf,04/30/2020
Regulation of Fuels and Fuel Additives: 2013 Biomass-Based Diesel Renewable Fuel Volume,Rule,Environmental Protection Agency,"Under the Clean Air Act Section 211(o), the Environmental Protection Agency is required to determine the applicable volume of biomass-based diesel to be used in setting annual percentage standards under the renewable fuel standard program for years after 2012. We proposed an applicable volume requirement for 2013 of 1.28 billion gallons on July 1, 2011. In order to sufficiently evaluate the many comments on the proposal from stakeholders as well as to gather additional information to enhance our analysis, we did not finalize this volume requirement in the January 9, 2012, rulemaking setting the 2012 percentage standards. In this action we are finalizing an applicable volume of 1.28 billion gallons of biomass-based diesel for calendar year 2013.",77 FR 59458, 2012-23344,https://www.federalregister.gov/documents/2012/09/27/2012-23344/regulation-of-fuels-and-fuel-additives-2013-biomass-based-diesel-renewable-fuel-volume,https://www.govinfo.gov/content/pkg/FR-2012-09-27/pdf/2012-23344.pdf,09/27/2012
Additions to List of Categorical Non-Waste Fuels,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA or the Agency) is issuing amendments to the Non-Hazardous Secondary Materials rule, initially promulgated on March 21, 2011, and amended on February 7, 2013, under the Resource Conservation and Recovery Act. The Non- Hazardous Secondary Materials rule generally established standards and procedures for identifying whether non-hazardous secondary materials are solid wastes when used as fuels or ingredients in combustion units. In the February 2013 amendments, the EPA listed particular non- hazardous secondary materials as ""categorical non-waste fuels"" provided certain conditions are met. Persons burning these non- hazardous secondary materials do not need to evaluate them under the general case-by-case standards and procedures that would otherwise apply to non-hazardous secondary materials used in combustion units. This action adds three materials to the list of categorical non-waste fuels: Construction and demolition wood processed from construction and demolition debris according to best management practices; paper recycling residuals generated from the recycling of recovered paper, paperboard and corrugated containers and combusted by paper recycling mills whose boilers are designed to burn solid fuel; and creosote treated railroad ties that are processed and then combusted in the following types of units: Units designed to burn both biomass and fuel oil as part of normal operations and not solely as part of start-up or shut-down operations, and units at major source pulp and paper mills or power producers subject to 40 CFR part 63, subpart DDDDD that combust CTRT and had been designed to burn biomass and fuel oil, but are modified (e.g. oil delivery mechanisms are removed) in order to use natural gas instead of fuel oil, as part of normal operations and not solely as part of start-up or shut-down operations.",81 FR 6688, 2016-01866,https://www.federalregister.gov/documents/2016/02/08/2016-01866/additions-to-list-of-categorical-non-waste-fuels,https://www.govinfo.gov/content/pkg/FR-2016-02-08/pdf/2016-01866.pdf,02/08/2016
Pesticides; Exemptions of Certain Plant-Incorporated Protectants (PIPs) Derived From Newer Technologies,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is exempting a class of plant-incorporated protectants (PIPs) that have been created using genetic engineering from certain registration requirements under the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), and from the requirements to establish a tolerance or tolerance exemption for residues of these substances on food or feed under the Federal Food, Drug, and Cosmetic Act (FFDCA). Specifically, EPA is finalizing its exemptions as described in its October 2020 proposal for PIPs now termed ""PIPs created through genetic engineering from a sexually compatible plant"" and ""loss-of-function PIPs,"" finalizing the process through which the Agency determines their eligibility for exemption, and finalizing the associated recordkeeping requirements. This set of exemptions reflects the biotechnological advances made since 2001, when EPA first exempted PIPs derived through conventional breeding and excluded from the exemptions those PIPs that are created through biotechnology. EPA anticipates that today's exemptions will benefit the public by ensuring that human health and the environment are adequately protected, while also reducing the regulatory burden for the regulated community. These exemptions may also result in increased research and development activities, commercialization of new pest control options for farmers, particularly in minor crops, and increase the diversity of options for pest and disease management, which could provide environmental benefits.",88 FR 34756, 2023-11477,https://www.federalregister.gov/documents/2023/05/31/2023-11477/pesticides-exemptions-of-certain-plant-incorporated-protectants-pips-derived-from-newer-technologies,https://www.govinfo.gov/content/pkg/FR-2023-05-31/pdf/2023-11477.pdf,05/31/2023
National Emission Standards for Hazardous Air Pollutants for Reciprocating Internal Combustion Engines,Rule,Environmental Protection Agency,EPA is promulgating national emission standards for hazardous air pollutants for existing stationary spark ignition reciprocating internal combustion engines that either are located at area sources of hazardous air pollutant emissions or that have a site rating of less than or equal to 500 brake horsepower and are located at major sources of hazardous air pollutant emissions.,75 FR 51570, 2010-20298,https://www.federalregister.gov/documents/2010/08/20/2010-20298/national-emission-standards-for-hazardous-air-pollutants-for-reciprocating-internal-combustion,https://www.govinfo.gov/content/pkg/FR-2010-08-20/pdf/2010-20298.pdf,08/20/2010
National Emission Standards for Hazardous Air Pollutants for Reciprocating Internal Combustion Engines; New Source Performance Standards for Stationary Internal Combustion Engines,Rule,Environmental Protection Agency,"The EPA is finalizing amendments to the national emission standards for hazardous air pollutants for stationary reciprocating internal combustion engines. The final amendments include alternative testing options for certain large spark ignition (generally natural gas-fueled) stationary reciprocating internal combustion engines, management practices for a subset of existing spark ignition stationary reciprocating internal combustion engines in sparsely populated areas and alternative monitoring and compliance options for the same engines in populated areas. The EPA is establishing management practices for existing compression ignition engines on offshore vessels. The EPA is also finalizing limits on the hours that stationary emergency engines may be used for emergency demand response and establishing fuel and reporting requirements for certain emergency engines used for emergency demand response. The final amendments also correct minor technical or editing errors in the current regulations for stationary reciprocating internal combustion engines.",78 FR 6674, 2013-01288,https://www.federalregister.gov/documents/2013/01/30/2013-01288/national-emission-standards-for-hazardous-air-pollutants-for-reciprocating-internal-combustion,https://www.govinfo.gov/content/pkg/FR-2013-01-30/pdf/2013-01288.pdf,01/30/2013
